symbol-bse,company-full-name
GFSTEELS,GRAND FOUNDRY LTD.
GRANDOAK,GRAND OAK CANYONS DISTILLERY L
GRANDMA,GRANDMA TRADING & AGENCIES LTD
GRANULES,GRANULES INDIA LTD.
GRAPHITE,GRAPHITE INDIA LTD.
GRASIM,GRASIM INDUSTRIES LTD.
GRATEXI,GRATEX INDUSTRIES LTD.
GRAUWEIL,GRAUER & WEIL (INDIA) LTD.
GRAVISSHO,GRAVISS HOSPITALITY LTD.
GRAVITA,GRAVITA INDIA LTD.
GRAVITY,GRAVITY (INDIA) LTD.
GRERENEW,GRE RENEW ENERTECH LIMITED
GESHIP,GREAT EASTERN SHIPPING CO.LTD.
GREAVESCOT,GREAVES COTTON LTD.
GREENCREST,GREENCREST FINANCIAL SERVICES
GVL,GREENHITECH VENTURES LIMITED
GREENLAM,GREENLAM INDUSTRIES LTD
GREENPANEL,GREENPANEL INDUSTRIES LIMITED
GREENPLY,GREENPLY INDUSTRIES LTD.
GCSL,GRETEX CORPORATE SERVICES LIMI
GRINDWELL,GRINDWELL NORTON LTD.
GRMOVER,GRM OVERSEAS LTD.
GROARC,GROARC INDUSTRIES INDIA LIMITE
GROVY,GROVY INDIA LIMITED
GROWINGTON,GROWINGTON VENTURES INDIA LIMI
GRPLTD,GRP LTD.
GSBFIN,GSB FINANCE LTD.
GSLNOVA,GSL NOVA PETROCHEMICALS LIMITE
GSLSEC,GSL SECURITIES LTD.
GSPCROP,GSP CROP SCIENCE LIMITED
GSS,GSS INFOTECH LTD.
GTLINFRA,GTL INFRASTRUCTURE LTD.
GTL,GTL LTD.
GTNINDS,GTN INDUSTRIES LTD.
GTNTEX,GTN TEXTILES LTD.
GTPL,GTPL HATHWAY LIMITED
GTTDATA,GTT DATA SOLUTIONS LIMITED
GTV,GTV ENGINEERING LIMITED
GUFICBIO,GUFIC BIOSCIENCES LTD.
GUJALKALI,GUJARAT ALKALIES & CHEMICALS L
GAEL,GUJARAT AMBUJA EXPORTS LTD.
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.
GUJCONT,GUJARAT CONTAINERS LTD.
GUJCOTEX,GUJARAT COTEX LTD.
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.
GUJCRED,GUJARAT CREDIT CORPORATION LTD
GUJCYPROM,GUJARAT CYPROMET LTD.
FLUOROCHEM,GUJARAT FLUOROCHEMICALS LIMITE
GUJGASLTD,GUJARAT GAS LIMITED
GUJHOTE,GUJARAT HOTELS LTD.
GUJHYSPIN,GUJARAT HY-SPIN LIMITED
GIPCL,GUJARAT INDUSTRIES POWER CO.LT
GUJINJEC,GUJARAT INJECT (KERALA) LTD.
GUJINTRX,GUJARAT INTRUX LTD.
GUJINV,GUJARAT INVESTA LTD.
GKSL,GUJARAT KIDNEY AND SUPER SPECI
GLFL,GUJARAT LEASE FINANCING LTD.
GMETCOAL,GUJARAT METALLIC COAL & COKE L
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CO
GNFC,GUJARAT NARMADA VALLEY FERTILI
GNRL,GUJARAT NATURAL RESOURCES LIMI
GPAPL,GUJARAT PEANUT AND AGRI PRODUC
GUJPE,GUJARAT PERSTORP ELECTRONICS L
GUJPETR,GUJARAT PETROSYNTHESE LTD.
GPPL,GUJARAT PIPAVAV PORT LTD.
GUJARATPOLY,GUJARAT POLY ELECTRONICS LIMIT
GUJRAFFIA,GUJARAT RAFFIA INDUSTRIES LTD.
GSFC,GUJARAT STATE FERTILIZERS & CH
GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR
GSPL,GUJARAT STATE PETRONET LTD.
GUJTERC,GUJARAT TERCE LABORATORIES LTD
GUJTHEM,GUJARAT THEMIS BIOSYN LTD.
GUJTLRM,GUJARAT TOOLROOM LTD.
GUJWIND,GUJARAT WINDING SYSTEMS LIMITE
GULFOILLUB,GULF OIL LUBRICANTS INDIA LTD
GULPOLY,GULSHAN POLYOLS LTD.
GKL,GURU KRUPA GEMS AND JEWELLERY
GVFILM,GV FILMS LTD.
GVKPIL,GVK POWER & INFRASTRUCTURE LTD
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD
HGINFRA,H.G. INFRA ENGINEERING LIMITED
HMEML,H.M. ELECTRO MECH LIMITED
HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.
HOTLSILV,H.S.INDIA LTD.
HALDER,HALDER VENTURE LIMITED
HALDYNGL,HALDYN GLASS LTD
HALEOSLABS,HALEOS LABS LIMITED
HAMPS,HAMPS BIO LIMITED
HAMPTON,HAMPTON SKY REALTY LIMITED
HGM,HANDSON GLOBAL MANAGEMENT (HGM
HANMAN,HANMAN FIT LIMITED
HANNAH,HANNAH JOSEPH HOSPITAL LIMITED
HAPPSTMNDS,HAPPIEST MINDS TECHNOLOGIES LI
HAPPYFORGE,HAPPY FORGINGS LIMITED
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.
HARDWYN,HARDWYN INDIA LIMITED
HARIGOV,HARI GOVIND INTERNATIONAL LTD.
HARIAAPL,HARIA APPARELS LTD
HARIAEXPO,HARIA EXPORTS LTD.
HARCR,HARIG CRANKSHAFTS LTD.
HARIOMPIPE,HARIOM PIPE INDUSTRIES LIMITED
HARISH,HARISH TEXTILE ENGINEERS LIMIT
HRYNSHP,HARIYANA SHIP BREAKERS LTD.
HVL,HARIYANA VENTURES LIMITED
HRMNYCP,HARMONY CAPITAL SERVICES LTD.
HARRMALAYA,HARRISONS MALAYALAM LTD.
HARSHA,HARSHA ENGINEERS INTERNATIONAL
HARSHDEEP,HARSHDEEP HORTICO LIMITED
HARSHILAGR,HARSHIL AGROTECH LIMITED
HARYNACAP,HARYANA CAPFIN LTD.
HARAFIN,HARYANA FINANCIAL CORPORATION
HARLETH,HARYANA LEATHER CHEMICALS LTD.
HASTIFIN,HASTI FINANCE LTD.
HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT
HATHWAY,HATHWAY CABLE & DATACOM LTD
HATSUN,HATSUN AGRO PRODUCT LTD.
HAVELLS,HAVELLS INDIA LTD.
HAWAENG,HAWA ENGINEERS LTD.
HAWKINCOOK,HAWKINS COOKERS LTD.
HAZOOR,HAZOOR MULTI PROJECTS LTD.
HBESD,HB ESTATE DEVELOPERS LTD.
HBLEAS,HB LEASING & FINANCE CO.LTD.
HBPOR,HB PORTFOLIO LTD.
HBSL,HB STOCKHOLDINGS LTD.
HBGHOTELS,HBG HOTELS LIMITED
HBLENGINE,HBL ENGINEERING LIMITED
HCKKVENTURE,HCKK VENTURES LIMITED
HCL-INSYS,HCL INFOSYSTEMS LTD.
HCLTECH,HCL TECHNOLOGIES LTD.
HPBL,HCP PLASTENE BULKPACK LIMITED
HDBFS,HDB FINANCIAL SERVICES LIMITED
HDFCAMC,HDFC ASSET MANAGEMENT COMPANY
HDFCBANK,HDFC BANK LTD.
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LI
HEADSUP,HEADS UP VENTURES LIMITED
HCG,HEALTHCARE GLOBAL ENTERPRISES
HEALINV,HEALTHY INVESTMENTS LTD.
HEALTHYLIFE,HEALTHY LIFE AGRITEC LIMITED
HEERAISP,HEERA ISPAT LTD.
HEG,HEG LTD.
HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.
HELLOJI,HELLOJI HOLIDAYS LIMITED
HELPAGE,HELPAGE FINLEASE LTD.
ZHEMHOLD,HEM HOLDINGS & TRADING LTD.
HEMACEM,HEMADRI CEMENTS LTD.
HEMANG,HEMANG RESOURCES LIMITED
HSIL,HEMANT SURGICAL INDUSTRIES LIM
HEMIPROP,HEMISPHERE PROPERTIES INDIA LI
HEMORGANIC,HEMO ORGANIC LIMITED
HERANBA,HERANBA INDUSTRIES LIMITED
HERCULES,HERCULES INVESTMENTS LIMITED
HERITGFOOD,HERITAGE FOODS LIMITED
HEROMOTOCO,HERO MOTOCORP LTD.
HESTERBIO,HESTER BIOSCIENCES LTD.
HEXATRADEX,HEXA TRADEX LTD.
HEXT,HEXAWARE TECHNOLOGIES LIMITED
HFCL,HFCL LIMITED
HIKLASS,HI-KLASS TRADING AND INVESTMEN
HITECH,HI-TECH PIPES LIMITED
HIGHENE,HIGH ENERGY BATTERIES (INDIA)
HIGHNESS,HIGHNESS MICROELECTRONICS LIMI
HILINFRA,HIGHWAY INFRASTRUCTURE LIMITED
HIKAL,HIKAL LTD.
HILIKS,HILIKS TECHNOLOGIES LIMITED
HILLTONE,HILLTONE SOFTWARE AND GASES LT
HILTON,HILTON METAL FORGING LTD.
HIMTEK,HIM TEKNOFORGE LIMITED
HSCL,HIMADRI SPECIALITY CHEMICAL LT
HFIL,HIMALAYA FOOD INTERNATIONAL LI
HIMATSEIDE,HIMATSINGKA SEIDE LTD.
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.
HCLTD,HIND COMMERCE LIMITED
HIRECT,HIND RECTIFIERS LTD.
HINDALCO,HINDALCO INDUSTRIES LTD.
HINDMILL,HINDOOSTAN MILLS LTD.
HPIL,HINDPRAKASH INDUSTRIES LIMITED
HGS,HINDUJA GLOBAL SOLUTIONS LTD.
HINDADH,HINDUSTAN ADHESIVES LTD.
HAL,HINDUSTAN AERONAUTICS LIMITED
HINDUST,HINDUSTAN AGRIGENETICS LTD.
HINDAPL,HINDUSTAN APPLIANCES LTD.
HINDBIO,HINDUSTAN BIO SCIENCES LTD.
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.
HCC,HINDUSTAN CONSTRUCTION CO.LTD.
HINDCOPPER,HINDUSTAN COPPER LTD.
HNDFDS,HINDUSTAN FOODS LTD.
HINDHARD,HINDUSTAN HARDY LIMITED
ZHINDHSG,HINDUSTAN HOUSING CO.LTD.
HMVL,HINDUSTAN MEDIA VENTURES LTD.
HINDMOTORS,HINDUSTAN MOTORS LTD.
HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.L
HOCL,HINDUSTAN ORGANIC CHEMICALS LT
HINDPETRO,HINDUSTAN PETROLEUM CORPORATIO
HINDTIN,HINDUSTAN TIN WORKS LTD.
HINDUNILVR,HINDUSTAN UNILEVER LTD.
HINDZINC,HINDUSTAN ZINC LTD.
HIIL,HINDUSTHAN INSULATORS AND INDU
ZHINUDYP,HINDUSTHAN UDYOG LTD.
HINDWAREAP,HINDWARE HOME INNOVATION LIMIT
HIPOLIN,HIPOLIN LTD.
HIRAUTO,HIRA AUTOMOBILES LTD.
HISARMETAL,HISAR METAL INDUSTRIES LTD.
HISARSP,HISAR SPINNING MILLS LTD.
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.
POWERINDIA,HITACHI ENERGY INDIA LIMITED
HITECHCORP,HITECH CORPORATION LIMITED
HITTCO,HITTCO TOOLS LTD.
HLEGLAS,HLE GLASCOAT LIMITED
HLVLTD,HLV LIMITED
HMAAGRO,HMA AGRO INDUSTRIES LIMITED
HMT,HMT LTD.
HOMEFIRST,HOME FIRST FINANCE COMPANY IND
HONASA,HONASA CONSUMER LIMITED
HONDAPOWER,HONDA INDIA POWER PRODUCTS LIM
HONAUT,HONEYWELL AUTOMATION INDIA LTD
HUDCO,HOUSING &URBAN DEVELOPMENT COR
HDIL,HOUSING DEVELOPMENT & INFRASTR
HOWARHO,HOWARD HOTELS LTD.
HPAL,HP ADHESIVES LIMITED
HPL,HPL ELECTRIC & POWER LIMITED
HRBFLOR,HRB FLORICULTURE LTD.
HRS,HRS ALUGLAZE LIMITED
HTMEDIA,HT MEDIA LTD.
HUBTOWN,HUBTOWN LTD.
HUHTAMAKI,HUHTAMAKI INDIA LIMITED
HBEL,HUMMING BIRD EDUCATION LIMITED
HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMI
HYPERSOFT,HYPERSOFT TECHNOLOGIES LIMITED
HYUNDAI,HYUNDAI MOTOR INDIA LIMITED
IGPL,I G PETROCHEMICALS LTD.
IPOWER,I-POWER SOLUTIONS INDIA LTD.
IBINFO,IB INFOTECH ENTERPRISES LTD.
ICDSLTD,ICDS LTD.
ICICIBANK,ICICI BANK LTD.
ICICIGI,ICICI LOMBARD GENERAL INSURANC
ICICIAMC,ICICI PRUDENTIAL ASSET MANAGEM
ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANC
ICODEX,ICODEX PUBLISHING SOLUTIONS LI
ICON,ICON FACILITATORS LIMITED
ICONIKSPEV,ICONIK SPORTS AND EVENTS LIMIT
ICRA,ICRA LTD.
ICSA,ICSA (INDIA) LTD.
IDBI,IDBI BANK LTD.
IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED
IDENTIXWEB,IDENTIXWEB LIMITED
IDFCFIRSTB,IDFC FIRST BANK LIMITED
IECEDU,IEC EDUCATION LTD.
INDXTRA,IEL LIMITED
IFBAGRO,IFB AGRO INDUSTRIES LTD.
IFBIND,IFB INDUSTRIES LTD.
IFCI,IFCI LTD.
IFGLEXPOR,IFGL REFRACTORIES LIMITED
IFL,IFL ENTERPRISES LIMITED
IGARASHI,IGARASHI MOTORS INDIA LTD.
IGCIL,IGC INDUSTRIES LIMITED
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED
IIFL,IIFL FINANCE LIMITED
IIRM,IIRM HOLDINGS INDIA LIMITED
IITLPROJ,IITL PROJECTS LIMITED
IKIO,IKIO TECHNOLOGIES LIMITED
IKOMA,IKOMA TECHNOLOGIES LIMITED
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUC
IVC,IL&FS INVESTMENT MANAGERS LTD.
IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LI
IMEC,IMEC SERVICES LIMITED
INDLMETER,IMP POWERS LTD.
IMPEXFERRO,IMPEX FERRO TECH LTD.
INANI,INANI MARBLES & INDUSTRIES LTD
INANISEC,INANI SECURITIES LTD.
INCAP,INCAP LTD.
INCON,INCON ENGINEERS LTD.
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
INDBNK,IND BANK HOUSING LTD.
INDRENEW,IND RENEWABLE ENERGY LTD
INDAGIV,IND-AGIV COMMERCE LTD.
INDSWFTLAB,IND-SWIFT LABORATORIES LTD.
INDAG,INDAG RUBBER LTD.
INDBANK,INDBANK MERCHANT BANKING SERVI
BAJAJINDEF,INDEF MANUFACTURING LIMITED
INDGN,INDEGENE LIMITED
INDERGR,INDERGIRI FINANCE LTD.
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.
INDIACEM,INDIA CEMENTS LTD.
IFINSEC,INDIA FINSEC LTD.
INDGELA,INDIA GELATINE & CHEMICALS LTD
INDIAGLYCO,INDIA GLYCOLS LTD.
IGRL,INDIA GREEN REALITY LIMITED
INDIAHOME,INDIA HOME LOAN LTD.
INDIAHOMES,INDIA HOMES LIMITED
INDINFRA,INDIA INFRASPACE LTD.
INDLEASE,INDIA LEASE DEVELOPMENT LTD.
IMPAL,INDIA MOTOR PARTS & ACCESSORIE
INDNIPPON,INDIA NIPPON ELECTRICALS LTD.
IPL,INDIA PESTICIDES LIMITED
INRADIA,INDIA RADIATORS LTD.
INDIASHLTR,INDIA SHELTER FINANCE CORPORAT
ITDC,INDIA TOURISM DEVELOPMENT CORP
IBULLSLTD,INDIABULLS LIMITED
INDIAMART,INDIAMART INTERMESH LIMITED
INDIANACRY,INDIAN ACRYLICS LTD.
INDIANB,INDIAN BANK
INDIANCARD,INDIAN CARD CLOTHING CO.LTD.
IEX,INDIAN ENERGY EXCHANGE LIMITED
INDHOTEL,INDIAN HOTELS CO.LTD.
INDIANHUME,INDIAN HUME PIPE CO.LTD.
INDINFO,INDIAN INFOTECH & SOFTWARE LTD
INLCM,INDIAN LINK CHAIN MANUFACTURES
IMFA,INDIAN METALS & FERRO ALLOYS L
IOC,INDIAN OIL CORPORATION LTD.
IOB,INDIAN OVERSEAS BANK
IRCTC,INDIAN RAILWAY CATERING AND TO
IRFC,INDIAN RAILWAY FINANCE CORPORA
IREDA,INDIAN RENEWABLE ENERGY DEVELO
INDSUCR,INDIAN SUCROSE LTD.
INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.
INDTONER,INDIAN TONERS & DEVELOPERS LTD
INDIANVSH,INDIANIVESH LTD.
INDIGOPNTS,INDIGO PAINTS LIMITED
INDIGRID,INDIGRID INFRASTRUCTURE TRUST
INDIQUBE,INDIQUBE SPACES LIMITED
INDITALIA,INDITALIA REFCON LTD.
INDICAP,INDITRADE CAPITAL LIMITED
INDOAMIN,INDO AMINES LTD.
INDOBORAX,INDO BORAX & CHEMICALS LTD.
ICL,INDO COTSPIN LIMITED
ICIL,INDO COUNT INDUSTRIES LTD.
INDOCRED,INDO CREDIT CAPITAL LTD.
INDOEURO,INDO EURO INDCHEM LTD.
INDOFARM,INDO FARM EQUIPMENT LIMITED
IGLFXPL-B,INDO GULF INDUSTRIES LTD.
INDORAMA,INDO RAMA SYNTHETICS (INDIA) L
INDOSMC,INDO SMC LIMITED
INDOTECH,INDO TECH TRANSFORMERS LTD.
INDOTHAI,INDO THAI SECURITIES LTD.
INDOUS,INDO US BIO-TECH LIMITED
INDOCITY,INDO-CITY INFOTECH LTD.
NIPPOBATRY,INDO-NATIONAL LTD.
INDOBELL,INDOBELL INSULATIONS LIMITED
INDOCO,INDOCO REMEDIES LTD.
IGCL,INDOGULF CROPSCIENCES LIMITED
INDOKEM,INDOKEM LTD.
INDONG,INDONG TEA COMPANY LIMITED
WAAREEINDO,INDOSOLAR LTD.
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMIT
INDOWIND,INDOWIND ENERGY LTD.
IGL,INDRAPRASTHA GAS LTD.
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.
INDRANIB,INDRAYANI BIOTECH LTD.
INDSILHYD,INDSIL HYDRO POWER AND MANGANE
INDSOYA,INDSOYA LTD.
INDCTST,INDUCTO STEEL LTD.
INDUSFINL,INDUS FINANCE LIMITED
INDUSINVIT,INDUS INFRA TRUST
INDUSTOWER,INDUS TOWERS LIMITED
INDUSINDBK,INDUSIND BANK LTD.
INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST
IITL,INDUSTRIAL INVESTMENT TRUST LT
INFINITY,INFINITY INFOWAY LIMITED
INFLAME,INFLAME APPLIANCES LIMITED
NAUKRI,INFO EDGE (INDIA) LTD.
INFODRIVE,INFO-DRIVE SOFTWARE LTD.
INFOBEAN,INFOBEANS TECHNOLOGIES LIMITED
INFOMEDIA,INFOMEDIA PRESS LTD.
INFONATIVE,INFONATIVE SOLUTIONS LIMITED
INFORTEC,INFORMED TECHNOLOGIES INDIA LT
INFY,INFOSYS LTD.
INFRAIND,INFRA INDUSTRIES LTD.
INFRONICS,INFRONICS SYSTEMS LTD
INGERRAND,INGERSOLL-RAND (INDIA) LTD.
INLANPR,INLAND PRINTERS LTD.
INNOCORP,INNOCORP LTD.
INNOKAIZ,INNOKAIZ INDIA LIMITED
INNOVACAP,INNOVA CAPTAB LIMITED
INNOVANA,INNOVANA THINKLABS LIMITED
INOVSYNTH,INNOVASSYNTH TECHNOLOGIES (IND
INNOVATIVE,INNOVATIVE IDEALS AND SERVICES
INNOVTEC,INNOVATIVE TECH PACK LTD.
INNOVATORS,INNOVATORS FACADE SYSTEMS LIMI
INNOVATUS,INNOVATUS ENTERTAINMENT NETWOR
INNOVISION,INNOVISION LIMITED
INOXGREEN,INOX GREEN ENERGY SERVICES LIM
INOXINDIA,INOX INDIA LIMITED
INOXWIND,INOX WIND LIMITED
INSECTICID,INSECTICIDES (INDIA) LTD.
INSILCO,INSILCO LTD.
INA,INSOLATION ENERGY LIMITED
INSPIRISYS,INSPIRISYS SOLUTIONS LIMITED
INTECCAP,INTEC CAPITAL LTD.
INTCAPL,INTEGRA CAPITAL LIMITED
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.
ESSENTIA,INTEGRA ESSENTIA LIMITED
INTEGSW,INTEGRA SWITCHGEAR LTD.
ICSL,INTEGRATED CAPITAL SERVICES LT
INTEGHIT,INTEGRATED HITECH LTD.
INTEGFD,INTEGRATED PROTEINS LTD.
INTETHR,INTEGRATED THERMOPLASTICS LTD.
INTELLECT,INTELLECT DESIGN ARENA LIMITED
ISCITRUST,INTELLIGENT SUPPLY CHAIN INFRA
INTENTECH,INTENSE TECHNOLOGIES LTD.
INTRGLB,INTER GLOBE FINANCE LTD.
INTSTOIL,INTER STATE OIL CARRIER LTD.
IFINSER,INTERACTIVE FINANCIAL SERVICES
INTERARCH,INTERARCH BUILDING SOLUTIONS L
INDIGO,INTERGLOBE AVIATION LIMITED
INTERISE,INTERISE TRUST
INTLNKP,INTERLINK PETROLEUM LTD.
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI
INTLCONV,INTERNATIONAL CONVEYORS LTD.
IDM,INTERNATIONAL DATA MANAGEMENT
IGIL,INTERNATIONAL GEMMOLOGICAL INS
ITHL,INTERNATIONAL TRAVEL HOUSE LTD
INTERDIGI,INTERWORLD DIGITAL LTD.
ISFT,INTRASOFT TECHNOLOGIES LTD.
INVENTURE,INVENTURE GROWTH & SECURITIES
IKS,INVENTURUS KNOWLEDGE SOLUTIONS
INVPRECQ,INVESTMENT & PRECISION CASTING
INVIGO,INVIGORATED BUSINESS CONSULTIN
IOLCP,IOL CHEMICALS & PHARMACEUTICAL
IONEXCHANG,ION EXCHANGE (INDIA) LTD.
IPRINGLTD,IP RINGS LTD.
IPCALAB,IPCA LABORATORIES LTD.
IRB,IRB INFRASTRUCTURE DEVELOPERS
IRBINVIT,IRB INVIT FUND
IRCON,IRCON INTERNATIONAL LTD
IRIS,IRIS REGTECH SOLUTIONS LIMITED
IRMENERGY,IRM ENERGY LIMITED
IRONWOOD,IRONWOOD EDUCATION LIMITED
ISFL,ISF LIMITED
ISGEC,ISGEC HEAVY ENGINEERING LTD.
IISL,ISHAAN INFRASTRUCTURE AND SHEL
ISHANCH,ISHAN DYES AND CHEMICALS LIMIT
ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.
ISHWATR,ISHWARSHAKTI HOLDINGS & TRADER
ISLCONSUL,ISL CONSULTING LTD.
ISTLTD,IST LTD.
ISTRNETWK,ISTREET NETWORK LIMITED
ITCHOTELS,ITC HOTELS LIMITED
ITC,ITC LTD.
ITCONS,ITCONS E-SOLUTIONS LIMITED
ITI,ITI LTD.
ITL,ITL INDUSTRIES LTD.
IVALUE,IVALUE INFOSOLUTIONS LIMITED
IVP,IVP LTD.
IVRCLINFRA,IVRCL LTD
IYKOTHITE,IYKOT HITECH TOOLROOM LTD.
IZMO,IZMO LIMITED
JAFINANCE,J.A. FINANCE LIMITED
JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICAL
JGCHEM,J.G.CHEMICALS LIMITED
JJEXPO,J.J.EXPORTERS LTD.
JJFINCOR,J.J.FINANCE CORPORATION LTD.
JKCEMENT,J.K.CEMENT LTD.
JKPHARMA,J.K.PHARMACHEM LTD.
JKIL,J.KUMAR INFRAPROJECTS LTD.
JRFOODS,J.R.FOODS LTD.
JACKSON,JACKSON INVESTMENTS LTD
JAGANLAM,JAGAN LAMPS LTD.
JAGAJITIND,JAGATJIT INDUSTRIES LTD.
JAGJANANI,JAGJANANI TEXTILES LTD.
JAGRAN,JAGRAN PRAKASHAN LTD.
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.
JAGSONSER,JAGSONPAL SERVICES LIMITED
JAIBALAJI,JAI BALAJI INDUSTRIES LTD.
JAICORPLTD,JAI CORP LTD.
JAIMATAG,JAI MATA GLASS LTD.
JAIHINDS,JAIHIND SYNTHETICS LTD.
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.
JAINMARMO,JAIN MARMO INDUSTRIES LTD.
JAINREC,JAIN RESOURCE RECYCLING LIMITE
JAINSTUDIO,JAIN STUDIOS LTD.
JAINCO,JAINCO PROJECTS (INDIA) LTD.
JAINEX,JAINEX AAMCOL LTD.
JAIPAN,JAIPAN INDUSTRIES LTD.
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.
JPPOWER,JAIPRAKASH POWER VENTURES LIMI
JALPAC,JALPAC INDIA LTD.
JAMEHOT,JAMES HOTELS LTD.
JAMESWARREN,JAMES WARREN TEA LTD
J&KBANK,JAMMU & KASHMIR BANK LTD.
JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.
JAMSHRI,JAMSHRI REALTY LIMITED
JSFB,JANA SMALL FINANCE BANK LIMITE
JANUSCORP,JANUS CORPORATION LIMITED
JARO,JARO INSTITUTE OF TECHNOLOGY M
JGTL,JASCH GAUGING TECHNOLOGIES LIM
JASCH,JASCH INDUSTRIES LTD.
JASH,JASH ENGINEERING LIMITED
JATALIA,JATALIA GLOBAL VENTURES LIMITE
JATTAINDUS,JATTASHANKAR INDUSTIES LTD.
JAUSPOL,JAUSS POLYMERS LTD.
CITYSQUARE,JAY AMBE SUPERMARKETS LIMITED
JAYBARMARU,JAY BHARAT MARUTI LTD.
JAYKAILASH,JAY KAILASH NAMKEEN LIMITED
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD
JAYUSH,JAY USHIN LTD.
JAYBHCR,JAYABHARAT CREDIT LTD.
JAYAGROGN,JAYANT AGRO-ORGANICS LTD.
JAYANT,JAYANT INFRATECH LIMITED
JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.
JAYATMA,JAYATMA ENTERPRISES LIMITED
JAYIND,JAYATMA INDUSTRIES LIMITED
JAYTEX,JAYBHARAT TEXTILES & REAL ESTA
JAYKAY,JAYKAY ENTERPRISES LIMITED
JAYCH,JAYSHREE CHEMICALS LTD.
JAYSYNTH,JAYSYNTH ORGOCHEM LIMITED
JBFIND,JBF INDUSTRIES LTD.
JBMA,JBM AUTO LTD.
JCTLTD,JCT LTD.
JDCABLES,JD CABLES LIMITED
JSLL,JEENA SIKHO LIFECARE LIMITED
ZJEETMAC,JEET MACHINE TOOLS LTD.
JSTL,JEEVAN SCIENTIFIC TECHNOLOGY L
JENBURPH,JENBURKT PHARMACEUTICALS LTD.
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.
JETFREIGHT,JET FREIGHT LOGISTICS LIMITED
JETSOLAR,JET SOLAR LIMITED
JETKINGQ,JETKING INFOTRAIN LTD.
JETMALL,JETMALL SPICES AND MASALA LIMI
JFL,JHANDEWALAS FOODS LIMITED
JHACC,JHAVERI CREDITS & CAPITAL LTD.
JHS,JHS SVENDGAARD LABORATORIES LT
RETAIL,JHS SVENDGAARD RETAIL VENTURES
JIGAR,JIGAR CABLES LIMITED
JINDCAP,JINDAL CAPITAL LTD.
JINDRILL,JINDAL DRILLING & INDUSTRIES L
JINDHOT,JINDAL HOTELS LTD.
JLL,JINDAL LEASEFIN LIMITED
JINDALPHOT,JINDAL PHOTO LTD.
JINDALPOLY,JINDAL POLY FILMS LTD.
JPOLYINVST,JINDAL POLY INVESTMENT AND FIN
JINDALSAW,JINDAL SAW LTD.
JSL,JINDAL STAINLESS LTD.
JINDALSTEL,JINDAL STEEL LIMITED
JINDWORLD,JINDAL WORLDWIDE LTD.
JKIPL,JINKUSHAL INDUSTRIES LIMITED
JIOFIN,JIO FINANCIAL SERVICES LIMITED
JITFINFRA,JITF INFRALOGISTICS LIMITED
JIYAECO,JIYA ECO-PRODUCTS LIMITED
JKAGRI,JK AGRI GENETICS LTD
JKLAKSHMI,JK LAKSHMI CEMENT LTD.
JKPAPER,JK PAPER LTD.
JKTYRE,JK TYRE & INDUSTRIES LTD.
JSHL,JLA INFRAVILLE SHOPPERS LIMITE
JMFINANCIL,JM FINANCIAL LTD.
JMDVL,JMD VENTURES LIMITED
JMGCORP,JMG CORPORATION LTD.
JMJFIN,JMJ FINTECH LIMITED
JNKINDIA,JNK INDIA LIMITED
COCKERILL,JOHN COCKERILL INDIA LIMITED
